Time, Date, Hour, Minute, Seconds,Altitude, Speed(knots), Latitude(Deg), Longitude(Deg), Sat#,Temp0(C), Pressure0(Hg), Altitude0(m),Temp1(C), Pressure1(Pa), Altitude1(m),Temp2(C), Pressure2(Pa), Altitude2(m),AvgAltitude(m),Gas1Voltage(V),Gas2Voltage(V)
3120947,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.75,52386.75,13100.3125,-12.09,13259.6055,14228.8848,-14.81,13254.5781,14231.0566,13859.5039,0.011,0.1902
3124067,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.6875,52433.5,13112.8125,-12.15,13219.4805,14246.2402,-14.87,13214.043,14248.5957,13873.7822,0.0305,0.2329
3127190,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.625,52477.25,13121.8125,-12.21,13186.2539,14260.6445,-14.93,13180.6602,14263.0723,13885.4961,0.011,0.2281
3130310,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.625,52512.25,13131.625,-12.27,13155.7031,14273.9141,-14.98,13153.9258,14274.6865,13897.3672,0.011,0.303
3133430,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.5625,52552.75,13141.875,-12.35,13121.0039,14289.0166,-15.03,13114.9961,14292.3691,13912.125,0.0256,0.1555
3136553,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.5,52595.25,13152.1875,-12.38,13089.3008,14302.8428,-15.06,13084.9141,14304.958,13923.9063,0.0122,0.2111
3139673,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.4375,52637.5,13162.625,-12.44,13057.4375,14316.7666,-15.12,13049.4141,14320.2773,13938.4658,0.0098,0.2127
3142793,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.4375,52685.5,13177.6875,-12.48,13009.6953,14337.6807,-15.16,13009.0273,14337.9746,13958.8916,0.022,0.1958
3145916,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.375,52769.5,13199.0625,-12.52,12955.2539,14361.6055,-15.2,12949.7656,14364.0225,13981.6758,0.011,0.1708
3149036,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.3125,52840.75,13216.4375,-12.57,12901.0078,14385.5264,-15.27,12893.3633,14388.9033,14004.3164,0.0122,0.199
3152156,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.25,52913.25,13233.75,-12.61,12845.9219,14409.9004,-15.3,12842.5391,14411.3994,14026.1143,0.011,0.1418
3155279,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.25,52978.25,13248.875,-12.66,12792.5977,14433.5752,-15.34,12786.0547,14436.4854,14046.2314,0.0122,0.1797
3158400,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.1875,53040.75,13267.1875,-12.71,12738.207,14457.8057,-15.38,12734.2266,14459.583,14067.8936,0.0293,0.1999
3161520,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.1875,53110.25,13282.6875,-12.76,12695.0938,14477.0723,-15.44,12681.9453,14482.959,14087.1611,0.011,0.187
3164643,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.0625,53169.25,13296.125,-12.81,12648.0313,14498.1641,-15.48,12642.3242,14500.7266,14105.4297,0.011,0.1982
3167763,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235.0625,53223.5,13310.0625,-12.86,12607.9023,14516.2734,-15.53,12600.1602,14518.6963,14119.7734,0.011,0.1837
3170883,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235,53268.25,13319.4375,-12.92,12573.0898,14531.8828,-15.58,12569.0156,14533.7207,14132.7148,0.0256,0.2321
3174006,30-Mar,133,55,77,5884.7,0,0,-112.058,0,235,53301.25,13328.25,-12.95,12540.7578,14546.4795,-15.61,12535.1758,14549.0029,14144.3955,0.011,0.245
3177126,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.9375,53342.5,13338.75,-13.02,12510.2305,14560.29,-15.66,12500.7266,14564.5957,14159.417,0.0122,0.2748
3180246,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.875,53392.5,13351.5625,-13.05,12478.1797,14574.8193,-15.69,12472.0898,14577.583,14171.5742,0.011,0.3232
3183369,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.875,53429.75,13361.5625,-13.1,12448.25,14588.4141,-15.73,12446.0547,14589.4121,14183.7686,0.0122,0.2087
3186489,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.8125,53470,13370.6875,-13.16,12423.9922,14599.4521,-15.78,12418.457,14601.9736,14192.9463,0.011,0.2869
3189609,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.75,53503,13377.25,-13.2,12404.5313,14608.3203,-15.81,12397.9336,14611.3291,14201.7842,0.011,0.2547
3192732,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.6875,53533.5,13386.875,-13.25,12381.2305,14618.9521,-15.87,12376.8672,14620.9453,14212.9111,0.0134,0.3441
3195852,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.6875,53571.5,13394.5625,-13.31,12358.0039,14629.5674,-15.92,12348.4688,14633.9297,14221.6719,0.0098,0.1966
3198972,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.625,53596.5,13401.3125,-13.34,12334.9922,14640.0996,-15.96,12327.1406,14643.6963,14230.1416,0.011,0.2337
3202095,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.625,53624,13408.625,-13.39,12311.5859,14650.8291,-16,12301.9531,14655.25,14240.5781,0.011,0.278
3205215,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.5625,53655.5,13416.625,-13.43,12290.2578,14660.6201,-16.04,12284.7617,14663.1455,14250.542,0.011,0.2667
3208338,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.5,53686.25,13423.8125,-13.48,12263.8008,14672.7852,-16.08,12255.75,14676.4912,14261.0547,0.011,0.2949
3211458,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.5,53717.75,13431.375,-13.53,12237.1445,14685.0625,-16.12,12231.7969,14687.5283,14270.8164,0.011,0.2393
3214578,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.4375,53747.5,13439.5625,-13.57,12215.1602,14695.2051,-16.16,12209.3164,14697.9033,14281.0156,0.0293,0.2579
3217701,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.375,53785.5,13448.6875,-13.61,12189.5664,14707.0322,-16.2,12187.7969,14707.8496,14292.3525,0.011,0.2385
3220821,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.375,53819,13458.9375,-13.66,12162.375,14719.6182,-16.24,12156.7227,14722.2373,14306.4287,0.0147,0.2579
3223941,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.3125,53861,13468.3125,-13.7,12126.5469,14736.2373,-16.28,12120.4492,14739.0693,14318.7656,0.0122,0.2627
3227064,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.25,53898.5,13476.625,-13.75,12099.6367,14748.7461,-16.3,12090.2266,14753.125,14329.8193,0.0098,0.2353
3230194,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.25,53922.25,13482.625,-13.8,12077.1641,14759.209,-16.35,12070.4648,14762.3311,14337.0498,0.0281,0.2522
3233314,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.1875,53945,13489.5,-13.83,12056.4336,14768.875,-16.38,12048.7109,14772.4795,14347.3604,0.011,0.27
3236437,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.125,53985.25,13499.6875,-13.88,12029.8594,14781.2852,-16.44,12016.5508,14787.5088,14360.6846,0.011,0.2289
3239557,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.125,54026.25,13508.4375,-13.91,12000.5469,14795,-16.47,11992.5,14798.7695,14370.2383,0.0098,0.216
3242677,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.0625,54051.25,13514.9375,-13.95,11974.7148,14807.1094,-16.5,11966.2813,14811.0674,14380.8154,0.011,0.2941
3245800,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234.0625,54086.25,13524.5625,-14,11946.7031,14820.2637,-16.55,11932.043,14827.1592,14394.5889,0.0122,0.2289
3248920,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234,54133,13535.8125,-14.04,11916.2617,14834.5879,-16.59,11909.7383,14837.6621,14406.042,0.011,0.1805
3252040,30-Mar,133,55,77,5884.7,0,0,-112.058,0,234,54171.75,13545.9375,-14.08,11885.7969,14848.9531,-16.62,11881.1367,14851.1533,14418.917,0.011,0.2812
3255163,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.9375,54208.5,13556.1875,-14.12,11855.8438,14863.1064,-16.65,11852.8281,14864.5322,14433.1787,0.011,0.2321
3258293,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.9375,54247.25,13566.75,-14.17,11816.6094,14881.6885,-16.69,11812.4766,14883.8867,14450.0576,0.0305,0.2015
3261413,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.875,54304.25,13581.125,-14.2,11771.582,14903.0752,-16.71,11763.0039,14907.1572,14470.3018,0.0122,0.2224
3264536,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.8125,54367.5,13597.4375,-14.24,11719.5938,14927.8506,-16.75,11711.2734,14931.8252,14492.4609,0.0269,0.1918
3267656,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.8125,54435,13613.5,-14.28,11668.2734,14952.3965,-16.79,11656.8438,14957.875,14514.6904,0.0281,0.1926
3270776,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.75,54504.25,13630.9375,-14.31,11610.1719,14980.291,-16.82,11603.5273,14983.4883,14538.292,0.0122,0.1886
3273899,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.75,54569,13649.1875,-14.36,11561.6133,15003.6904,-16.87,11558.043,15005.4141,14559.6377,0.011,0.199
3277019,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.6875,54647,13665.6875,-14.4,11520.3438,15023.6396,-16.89,11511.8477,15027.7539,14579.3232,0.011,0.1475
3280149,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.6875,54698.75,13679.3125,-14.43,11471.2266,15047.459,-16.93,11465.7813,15050.1035,14599.0908,0.011,0.1765
3283272,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.625,54758.75,13695.125,-14.48,11424.3789,15070.2539,-16.97,11417.2969,15073.7061,14620.5576,0.011,0.1853
3286392,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.625,54823.5,13710,-14.5,11378.9609,15092.4258,-16.99,11367.5586,15098.0039,14639.8359,0.0134,0.2345
3289512,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.5625,54879.75,13724.8125,-14.55,11337.2227,15112.8652,-17.03,11321.7266,15120.4688,14660.3525,0.0098,0.1297
3292642,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.5625,54940.75,13739.25,-14.59,11285.1602,15138.4443,-17.06,11274.3125,15143.7861,14680.0479,0.0098,0.2345
3295762,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.5,55001.25,13755.0625,-14.62,11237.5898,15161.9014,-17.09,11230.5859,15165.3613,14700.5781,0.011,0.2007
3298885,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.5,55060.75,13768.9375,-14.65,11199.2969,15180.8428,-17.12,11187.1016,15186.8848,14718.7705,0.011,0.162
3302005,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.4375,55121.75,13787.1875,-14.69,11152.0938,15204.2617,-17.15,11142.5352,15209.0146,14740.415,0.011,0.1451
3305125,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.4375,55195.75,13804.0625,-14.73,11106.8203,15226.7998,-17.19,11095.6797,15232.3574,14761.8135,0.011,0.2579
3308248,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.375,55254,13818.875,-14.76,11058.9961,15250.6895,-17.22,11043.6523,15258.3711,14783.29,0.0281,0.1112
3311378,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.375,55322.75,13837.5,-14.8,11016.7852,15271.8438,-17.26,10997.1875,15281.6875,14805.3633,0.011,0.1894
3314498,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.375,55400.5,13856,-14.84,10966.1211,15297.3213,-17.3,10950.8086,15305.041,14825.5283,0.0269,0.1845
3317621,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.3125,55460.5,13869,-14.89,10916.6211,15322.3057,-17.33,10909.582,15325.8662,14845.9766,0.011,0.1974
3320741,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.25,55516.5,13883.875,-14.94,10868.0195,15346.9268,-17.37,10862.4805,15349.7383,14866.8564,0.0098,0.1966
3323872,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.25,55569.25,13897.0625,-14.97,10825.9961,15368.2871,-17.39,10810.5664,15376.1465,14885.917,0.0098,0.1886
3326995,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.1875,55626.5,13911.75,-15,10786.543,15388.4014,-17.43,10778.5664,15392.4756,14903.2998,0.011,0.1281
3330115,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.1875,55678,13922.75,-15.05,10757.0039,15403.501,-17.46,10740.2773,15412.0664,14916.5889,0.011,0.216
3333235,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.125,55711,13928.875,-15.09,10736.5625,15413.9697,-17.49,10722.2422,15421.3135,14924.6807,0.0098,0.2144
3336358,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.125,55735.25,13936.875,-15.13,10713.5195,15425.79,-17.53,10698.5938,15433.458,14936.0205,0.0122,0.2063
3339488,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.0625,55771.25,13945.125,-15.16,10692.082,15436.8057,-17.56,10674.6172,15445.793,14945.7227,0.0305,0.2418
3342608,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233.0625,55804.25,13953.8125,-15.2,10671.4492,15447.4238,-17.61,10654.5508,15456.1328,14954.5078,0.011,0.2474
3345731,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233,55829,13958.5,-15.24,10655.3867,15455.7021,-17.64,10644.9023,15461.1113,14959.583,0.0305,0.3022
3348851,30-Mar,133,55,77,5884.7,0,0,-112.058,0,233,55850.25,13964.375,-15.28,10641.2539,15462.9941,-17.66,10629.8555,15468.8809,14968.4297,0.0122,0.2442
3351981,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.9375,55876.5,13972.5625,-15.32,10619.5469,15474.209,-17.7,10608.6641,15479.8389,14978.3369,0.011,0.2498
3355104,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.875,55911.75,13980.875,-15.36,10599.5234,15484.5713,-17.75,10586.582,15491.2764,14989.292,0.011,0.2152
3358224,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.875,55942,13987.5625,-15.4,10573.3789,15498.124,-17.79,10562.8711,15503.5791,14998.4922,0.0098,0.2152
3361344,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.875,55964.25,13992.5,-15.43,10560.0508,15505.0439,-17.8,10545.7539,15512.4746,15006.4307,0.011,0.27
3364467,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.8125,55984,13998.1875,-15.47,10543.5625,15513.6143,-17.85,10529.1211,15521.1299,15014.1328,0.0122,0.2547
3367597,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.75,56009,14004.1875,-15.51,10520.2656,15525.7412,-17.89,10512.4688,15529.8057,15024.3096,0.0244,0.332
3370717,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.75,56031,14010,-15.54,10499.5742,15536.5313,-17.92,10486.6875,15543.2598,15031.7861,0.011,0.2579
3373840,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.6875,56054.75,14015.5,-15.58,10483.5313,15544.9092,-17.96,10470.1602,15551.8994,15040.4795,0.0183,0.2619
3376970,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.6875,56075.75,14020.3125,-15.62,10467.8516,15553.1074,-17.99,10451.8086,15561.5049,15048.0313,0.0305,0.328
3380093,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.625,56099.75,14026.9375,-15.66,10448.8164,15563.0723,-18.02,10434.7578,15570.4414,15056.9922,0.0293,0.3095
3383213,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.625,56128.75,14034.1875,-15.7,10436.543,15569.5059,-18.05,10416.5586,15579.9941,15064.5547,0.0232,0.3248
3386343,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.5625,56154.25,14040.5625,-15.73,10412.6992,15582.0215,-18.08,10396.2773,15590.6543,15072.9922,0.0122,0.241
3389466,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.5625,56185,14049.375,-15.76,10397.6289,15589.9443,-18.12,10374.1953,15602.2813,15083.4141,0.011,0.3489
3392586,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.5,56216.25,14055.8125,-15.8,10377.8359,15600.3633,-18.15,10360.0039,15609.7646,15091.2773,0.011,0.2909
3395716,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.5,56237.75,14061.25,-15.83,10363.7305,15607.7988,-18.18,10340.6797,15619.9658,15098.9424,0.0281,0.3095
3398839,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.4375,56262.5,14067.375,-15.87,10338.2539,15621.248,-18.2,10322.2695,15629.7002,15108.4922,0.011,0.2595
3401959,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.4375,56282.75,14072.5,-15.89,10325.3867,15628.0508,-18.23,10308.582,15636.9463,15115.9482,0.0098,0.2611
3405079,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.4375,56304.75,14078.4375,-15.93,10306.8828,15637.8467,-18.27,10290.5117,15646.5244,15125.0186,0.0147,0.245
3408212,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.375,56330.75,14084.6875,-15.97,10283.457,15650.2676,-18.29,10266.2109,15659.4277,15132.6094,0.0098,0.2764
3411332,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.375,56353.25,14090.25,-16,10260.6328,15661.6279,-18.32,10252.3359,15666.8057,15141.7266,0.011,0.2522
3414452,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.3125,56374.25,14095.6875,-16.03,10247.457,15669.4014,-18.34,10236.375,15675.3027,15149.7344,0.011,0.3941
3417575,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.3125,56395.5,14100.125,-16.07,10226,15680.8311,-18.37,10220.0664,15683.9961,15158.499,0.0098,0.3667
3420705,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.25,56420,14106.5,-16.12,10206.0391,15691.4814,-18.41,10196.2969,15696.6865,15167.8096,0.011,0.2547
3423825,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.25,56439,14112.4375,-16.13,10190.293,15699.8955,-18.44,10177.793,15706.582,15175.6182,0.011,0.3256
3426948,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.1875,56465.5,14117.3125,-16.18,10174.293,15708.4551,-18.47,10157.5313,15717.4346,15182.7178,0.0317,0.2716
3430078,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.1875,56488.25,14123.6875,-16.2,10156.957,15717.7422,-18.5,10139.707,15726.9961,15192.2061,0.0147,0.3828
3433198,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.1875,56513,14130.5,-16.24,10139.4336,15727.1426,-18.54,10118.918,15738.165,15201.0596,0.0305,0.2603
3436331,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.125,56536.5,14136.6875,-16.27,10120.5859,15737.2686,-18.55,10101.3359,15747.626,15211.5518,0.0122,0.3264
3439451,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.125,56575.75,14147.8125,-16.3,10094.6641,15751.2197,-18.58,10074.6563,15762.0078,15225.5635,0.011,0.2579
3442571,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.0625,56620.75,14159.625,-16.34,10057.0313,15771.5244,-18.61,10042.3594,15779.458,15241.9932,0.0122,0.2393
3445704,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232.0625,56676.75,14173.3125,-16.37,10022.4766,15790.2236,-18.63,10002.8359,15800.875,15260.332,0.011,0.1749
3448824,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232,56729,14186,-16.4,9981.3555,15812.5439,-18.66,9970.0859,15818.6738,15276.4111,0.0098,0.241
3451944,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232,56774,14197,-16.42,9949.957,15829.6367,-18.69,9931.293,15839.8184,15293.1846,0.0122,0.1918
3455077,30-Mar,133,55,77,5884.7,0,0,-112.058,0,232,56815.25,14206.625,-16.46,9918.6641,15846.7168,-18.72,9905.4297,15853.9521,15306.7295,0.011,0.2732
3458197,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.9375,56849.25,14213.25,-16.48,9898.8984,15857.5273,-18.73,9886.7617,15864.1738,15316.8252,0.011,0.2941
3461327,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.9375,56872.75,14219.875,-16.51,9878.668,15868.6094,-18.76,9861.4336,15878.0654,15324.5498,0.011,0.2796
3464447,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.875,56902,14228.1875,-16.54,9858.5664,15879.6396,-18.78,9843.1055,15888.1357,15337.3555,0.011,0.3151
3467577,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.875,56942.5,14238.375,-16.56,9834.9336,15892.6309,-18.8,9817.1367,15902.4307,15350.0049,0.0098,0.2458
3470700,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.875,56979,14247.875,-16.6,9810.9727,15905.8281,-18.84,9792.2344,15916.167,15360.5908,0.011,0.3054
3473820,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.8125,57015.5,14255.25,-16.63,9791.7109,15916.4561,-18.86,9767.4492,15929.8672,15370.8193,0.011,0.332
3476950,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.8125,57038.25,14262.25,-16.65,9770.9609,15927.9248,-18.89,9748.8633,15940.1592,15380.0313,0.0183,0.3086
3480073,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.8125,57065.5,14268.9375,-16.68,9744.9883,15942.3066,-18.91,9731.6094,15949.7285,15389.0439,0.011,0.2829
3483193,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.75,57088.25,14273.3125,-16.71,9735.1289,15947.7754,-18.94,9712.9883,15960.0703,15396.7061,0.011,0.3207
3486323,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.75,57110.5,14279.6875,-16.74,9715.6797,15958.5742,-18.96,9697.0273,15968.9473,15407.1172,0.0098,0.2829
3489446,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.75,57147,14289.5,-16.77,9695.9102,15969.5693,-18.99,9673.0469,15982.3076,15418.3711,0.011,0.2837
3492576,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.75,57179.25,14297.75,-16.79,9666.8906,15985.7422,-19,9654.0508,15992.9102,15428.9346,0.0305,0.2635
3495696,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.6875,57209.25,14304.3125,-16.82,9651.3203,15994.4355,-19.03,9636.5742,16004.8057,15437.6885,0.011,0.2619
3498819,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.625,57239.5,14312.875,-16.85,9635.75,16005.1074,-19.05,9613.9727,16015.335,15448.7334,0.0098,0.2941
3501949,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.625,57278.25,14322.3125,-16.88,9600.8984,16022.666,-19.07,9590.5703,16028.4639,15461.7217,0.011,0.2466
3505069,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.625,57309.5,14329.6875,-16.9,9575.7227,16036.8066,-19.1,9568.8828,16040.6543,15472.2529,0.0195,0.2869
3508192,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.625,57333.75,14335.25,-16.93,9563.3203,16043.7842,-19.13,9551.832,16050.2539,15480.5596,0.0281,0.2514
3511322,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5625,57356.25,14341.75,-16.97,9541.1328,16056.2852,-19.15,9527.8711,16063.7676,15490.667,0.011,0.2974
3514442,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5625,57386.25,14349.0625,-17,9515.082,16070.9922,-19.17,9505.3125,16076.5156,15503.0889,0.011,0.241
3517575,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5625,57418.75,14356.6875,-17.02,9495.4727,16082.084,-19.19,9478.8047,16091.5264,15514.0869,0.011,0.2804
3520695,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5,57443.75,14361.5625,-17.05,9485.0273,16087.999,-19.22,9458.6836,16102.0811,15522.5244,0.0098,0.324
3523825,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5,57468,14368.9375,-17.08,9460.6875,16101.9873,-19.26,9438.9531,16114.1572,15532.3096,0.0183,0.2595
3526948,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5,57495,14375.375,-17.1,9439.4844,16113.8555,-19.26,9418.293,16125.9209,15541.5547,0.0098,0.3892
3530068,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.5,57517.25,14381.5,-17.12,9414.1641,16128.2744,-19.28,9398.668,16137.1143,15553.0195,0.0183,0.2466
3533198,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.4375,57551.5,14391.3125,-17.14,9393.2461,16140.21,-19.3,9369.6641,16153.6914,15565.5234,0.0098,0.2869
3536321,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.4375,57588.5,14401.25,-17.17,9367.4414,16154.9639,-19.33,9351.5625,16164.0586,15577.457,0.011,0.2281
3539451,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.375,57632.5,14410.625,-17.2,9341.1602,16170.0234,-19.35,9322.2266,16180.8945,15590.8623,0.0098,0.2925
3542571,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.375,57666.25,14418.9375,-17.23,9312.582,16186.4385,-19.37,9298.2031,16194.7129,15605.4844,0.0147,0.2603
3545694,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.375,57697.5,14427.4375,-17.26,9287.5859,16200.8291,-19.41,9269.5977,16211.2051,15616.3428,0.0098,0.2821
3548824,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.375,57730,14435.25,-17.3,9263.5703,16214.6855,-19.44,9244.5273,16225.6934,15629.8506,0.011,0.3103
3551945,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.375,57761.25,14443.625,-17.31,9240.4414,16228.0576,-19.44,9216.6992,16241.8125,15639.7305,0.0098,0.2184
3555078,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.3125,57787.25,14447.875,-17.33,9225.2578,16236.8506,-19.46,9204.9453,16248.6328,15647.0811,0.0098,0.2885
3558198,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.3125,57809,14454.25,-17.36,9205.5703,16248.2705,-19.48,9184.7305,16260.3789,15658.6211,0.0098,0.2821
3561328,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.25,57843.25,14464.25,-17.38,9180.6211,16262.7695,-19.51,9160.1914,16274.666,15672.8271,0.011,0.2788
3564451,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.25,57885.5,14473.9375,-17.41,9160.3945,16274.5469,-19.53,9134.3281,16289.7568,15681.2295,0.0232,0.2305
3567581,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.25,57916.75,14481.5625,-17.43,9138.7344,16287.1836,-19.55,9116.2344,16300.3359,15693.2354,0.0098,0.27
3570701,30-Mar,133,55,77,5884.7,0,0,-112.058,0,231.25,57948,14488.9375,-17.45,9119.8242,16298.2354,-19.57,9094.6602,16312.9707,15704.3672,0.011,0.2812
